"leaderID","forceful","enabling","strategic","operational","vitality","productivity","effect"
2,0.653778480675181,0.668387040095666,0.66374547969534,0.259765447587258,-0.369981782022336,-0.0473339204128032,0.516397779494322
3,0.153934918467003,0.579811653735806,0.336893463342683,0.0980551305899535,0.640295407049923,0.150628904657928,0.608276253029822
6,0.0161859939592492,0.234290131907977,0.162609112316047,0.0926941297012735,-0.718068815950213,-0.745375927096503,0.853912563829966
7,0.563703661390707,0.118699961661053,0.474662260642463,0.194604080501654,0.212968070045915,0.63915151485325,1.04582503316759
9,0.702019676893853,0.314898973266945,0.0338476899263387,0.150235303324177,0.129311121448058,-0.00597559292209023,1.94957260273459
10,0.349125075393695,0.672543369149437,0.288002971471371,0.24240501003319,0.056569019723854,-0.566932004617424,0.946484724300046
11,0.450536481635258,0.745685547779417,0.474208593128168,0.0962711045444532,1.00665083237749,0.964461880087861,1.05376309798107
12,0.460373762878215,0.229441601259562,0.412981810954433,0.101989501816985,0.991670945611908,0.848943310670092,0.612372435695794
14,0.203257799892575,0.0933271696987926,0.379405705942017,0.0644427717152033,0.404656053651731,0.131110002066275,0.957427107756338
15,NA,NA,NA,NA,0.0415891329582744,-0.682450574035194,1.01036297108185
17,0.710156113520232,0.66440414075086,0.319472757430935,0.0756909050616792,0.668309603723933,0.152949426965335,0.80363756341608
27,0.509617236426835,0.172906378739895,0.135561176541883,0.115612914312314,0.668309603723933,0.152949426965335,0.478713553878169
29,0.491116589126823,0.457186363514983,0.318339466094406,0.175590895462347,-0.515953570073596,0.83833877463678,0.335410196624968
30,1.06948302582348,0.837179399008722,0.26744998351355,0.108897186729475,-0.718068815950213,-0.745375927096503,0.930949336251263
31,0.0917963965034479,0.107888258555798,0.0695339057543859,0.230425951901461,0.820292008524267,-0.472658778218352,0.409267638593622
32,0.406681629482767,0.0823079373403753,0.076528120791739,0.0873893192872726,0.379930361611829,0.129061879087332,0.335410196624968
37,0.315251317776652,0.442084521746155,0.648035756776389,0.147133976549142,0.653329716958353,0.0374308575475656,0.375
40,0.0957572937169966,0.094624580876489,0.206776252925109,0.0275656317158514,NA,NA,0.755928946018455
41,0.609183429919107,0.626139804743632,0.240930305397839,0.191193062199146,-0.669064115761549,-0.367472345505431,0.707106781186548
42,0.234060604458426,0.0808196672203552,0.201028399587125,0.0909791777540557,1.00665083237749,0.964461880087861,0.692218655243173
44,0.466638734586131,0.429589623666684,0.41092343865612,0.302743666747292,0.0415891329582744,-0.682450574035194,0.433012701892219
48,0.489634950823866,0.854310016223502,0.939477428970248,0.211376343017694,NA,NA,1.6431676725155
53,0.191487344147126,0.104853190633904,0.12038390118937,0.148117406009907,-1.21736171942061,-0.786734254587216,0.629152869605896
56,0.145941454386819,0.0431816912810769,0.126732307210422,0.0359688539449986,0.144291008213637,0.109542976495679,1.02824688993776
57,0.429915328346043,0.547589486841982,0.634030563900138,0.18751003034624,0.125246081556132,-0.0373234662598536,0.516397779494322
62,0.364079052281951,0.207696617299337,0.556414525986514,0.0743628722968113,-0.703088929184634,-0.629857357678733,1.65642687734774
64,NA,NA,NA,NA,-0.718068815950213,-0.745375927096503,1.04083299973307
69,0.44611869277822,0.109889153184493,0.232128021152964,0.0742112649015329,-0.203019490456422,-0.557423556178721,1.37689263682153
70,0.244001235657338,0.377040487187279,0.18266576045554,0.0984622306479001,0.320999105053874,-0.514017105709065,0.640637703126086
72,0.010951269053363,0.118367611821015,0.196042436972321,0.00889995289916265,0.144291008213637,0.109542976495679,0.546015872785154
74,0.747123272698379,0.305746722920442,0.217782413117587,0.151100334359154,0.129311121448058,-0.00597559292209023,0.461880215351701
78,0.468032471969631,0.0975795271562749,0.309971476383353,0.164628338963851,0.125246081556132,-0.0373234662598536,0
79,0.0280384506545785,0.1221753893803,0.10865955539368,0.00585377440581808,0.144291008213637,0.109542976495679,0.529150262212918
85,0.0565120189866751,0.0855275883075235,0.0445188308516881,0.0951586830156166,0.683289490489512,0.268467996383105,0.180277563773199
86,0.489028014538126,0.51143590307596,0.499595598536333,0.240292905386643,-0.091348345184555,0.0900240739040263,2.07765893896632
88,0.215106281872098,0.254739617644393,0.234007293585959,0.0679793307815595,-0.61536694069485,0.0466176234343704,1.08972473588517
90,1.48207732423918,0.616175039428701,0.590911041068669,0.284577668454846,0.991670945611908,0.848943310670092,3.30907842155486
94,0.591837151939706,0.868151007116433,0.950264825785755,0.55281867892653,0.492378042141514,0.807584983179379,0.908295106229247
95,0.738891688772966,1.24404753000982,1.00969507697849,0.244999966637124,0.407944558285839,0.131382401394739,0.381881307912987
99,0.158027036076083,0.0545583227397324,0.0858165094976445,0.0291122511558038,-0.106328231950134,-0.0254944955137432,2.25462487641145
100,0.235917029352707,0.118137737430041,0.220616581322329,0.00575468869318018,0.144291008213637,0.109542976495679,2.15793110795194
102,0.184533598707266,0.172242711347046,0.280003744487107,0.0557324869038423,-0.374046821914262,-0.0786817937505665,0.689202437604511
104,0.40905299709513,0.348002916375726,0.192560679974083,0.107744676005882,NA,NA,1.1247221879202
107,0.641077139000803,0.510184147022682,0.077829064327026,0.0810701068993619,0.144291008213637,0.109542976495679,0.670820393249937
108,0.200264081410845,0.269786651496837,0.0737497276054048,0.0509135639822747,0.256738688743322,0.788066080587726,1.50069924178221
109,NA,NA,NA,NA,0.144291008213637,0.109542976495679,0.763762615825973
110,0.220735165452814,0.131557723569174,0.205360748265942,0.126678878496644,0.991670945611908,0.848943310670092,0.345032779671177
111,0.280004840200973,0.192794363263675,0.120313375229732,0.0986767401029317,0.144291008213637,0.109542976495679,0.804363102087608
112,NA,NA,NA,NA,0.0853597516556816,-0.533536008300718,0.84380092438916
114,0.414316056423481,0.593810060329398,0.21569882163274,0.144594982087306,0.0415891329582744,-0.682450574035194,1.52453927466628
122,NA,NA,NA,NA,-0.61536694069485,0.0466176234343704,0.758287544405155
123,0.362671256062721,0.250099485388355,0.11458776325207,0.0703365065904853,NA,NA,0.273861278752583
135,0.323126923775147,0.227061845003024,0.310960382910727,0.139975466345076,0.144291008213637,0.109542976495679,0.570087712549569
149,NA,NA,NA,NA,-0.603675558563379,0.161863793523676,0.341565025531987
150,0.446016922241798,0.199843544415679,0.169593765666537,0.164624310221987,0.056569019723854,-0.566932004617424,0.836660026534076
151,0.553511960005498,0.594982312904004,0.486825362805615,0.186758154905419,-0.718068815950213,-0.745375927096503,1.29099444873581
152,0.380868248527575,0.828096558060798,1.05254620835535,0.40238309773514,0.129311121448058,-0.00597559292209023,2.04294177868854
155,0.987193135112435,0.722645705643553,0.927277154461639,0.170049399702819,-1.25706729822609,-0.904300946983928,2.75378527364305
157,0.237334520186836,0.249793827204968,0.267091593135603,0.0781611379658522,-0.996702252787994,-0.882733921413332,0.741619848709566
160,0.558134819486718,0.0527198339616015,0.410375827864205,0.203168632052955,-0.76183943464762,-0.894290492830978,0.577350269189626
161,1.07959292019684,0.92321049582568,0.168394585268313,0.115960503101893,-0.649391754117935,-0.215767388738932,2.08166599946613
162,0.419053021875634,0.284267914277431,0.262909683963278,0.0831073557193596,-0.870051220750548,-0.119767721912815,2.19455711987201
164,0.132430640629089,0.401295670106823,0.395762228276795,0.14542529295408,0.473333115484009,0.660718540423846,0.957601169589929
165,0.567789491359734,0.419668654238907,0.0735176987664827,0.142409309921976,0.423700980309236,0.277976444821808,0.449867705421219
166,0.108698355973533,0.187241282804929,0.124279067947836,0.103957479053904,-0.457703770512119,-0.723808901525907,0.265988721565408
167,0.516421262024189,0.303247731232368,0.369490005554965,0.0633431706130806,NA,NA,0.670820393249937
169,0.58085510511043,0.202734654947869,0.342140673201289,0.159387993212272,-1.24208741146051,-0.788782377566159,0.816496580927726
172,0.188104232935968,0.284561646310456,0.301000169412004,0.0934919247076393,-0.438658843854614,-0.576942458770374,0.449867705421219
182,0.474408742978249,0.528798150693802,0.046481698905553,0.176311879588591,-0.13840746851607,-0.0591628911589135,0.979795897113271
183,0.898236577179307,0.363967923207758,0.596726759822399,0.0912819935849363,0.991670945611908,0.848943310670092,0.847791247890659
190,0.499322282387379,0.310083371510717,0.25604175680018,0.0577805375145712,-0.222064417113927,-0.704289998934254,1.92764969155014
193,0.0144904416350418,0.238986297225575,0.096391973035914,0.00562659996256579,0.125246081556132,-0.0373234662598536,2.3629078131263
197,0.779728060243387,0.676811035431454,0.699764740999476,0.167820494659836,-1.34478928671587,-1.58077592809703,0.986893273527251
198,0.0310442417349422,0.429758553374319,0.389195677187188,0.158801084558846,0.144291008213637,0.109542976495679,1.89296944860009
200,0.357962976791352,0.0594711493858915,0.16831220507207,0.0516238594480843,-0.820770691205576,-1.53736947762738,1.04083299973307
201,0.454729218878139,0.187837524642762,0.151851122287699,0.131756640530167,-0.457703770512119,-0.723808901525907,0.493710441453287
203,0.149453267425025,0.48587595845451,0.358361714161869,0.0665788244914144,-0.909756799556029,-0.237334414309528,0.950438495292217
217,0.19205796987736,0.330375300774231,0.474500190472493,0.0845027395659321,0.125246081556132,-0.0373234662598536,1.33630620956212
220,0.577586603124777,0.128838854071422,0.622570451501399,0.219000718944823,-0.737113742607718,-0.892242369852036,1.57162336455017
225,0.463051039119578,1.13039511375276,0.47832797324016,0.270218186250995,-0.135118963881962,-0.0588904918304495,1.70171482138851
226,1.2867679590407,0.641943852951288,0.669202506199229,0.229688941177979,-1.37502488960334,-0.0163077296269384,0.946484724300046
227,0.283636339526912,0.203153440385143,0.311563914854974,0.121617781862326,-0.482429462552021,-0.72585702450485,0.714301947867478
232,0.454112060318422,0.105392139315193,0.358778056328331,0.0421415000634003,0.0415891329582744,-0.682450574035194,1
233,0.189605785000694,0.0835394048375606,0.0718834472971962,0.0241232337549298,0.144291008213637,0.109542976495679,1.02824688993776
236,0.703121750476338,0.723573751255738,0.345016064861264,0.278782306958307,-0.699023889292708,-0.59850948434097,1.22899010031272
241,0.449550775104017,0.388927851691337,0.0776106814556212,0.109904511847079,-0.751592923471788,0.818819872045127,1.18286375659527
242,0.299494161232299,0.76189699837793,0.798604056512693,0.154821873375198,0.23201299670342,0.786017957608783,0.816496580927726
243,0.223582159406238,0.23211152712801,0.357699937849064,0.129936497398194,-0.252800725902904,-0.966402611779092,0.758287544405155
245,0.152363920571689,0.192966470595618,0.359942287238255,0.0254122501314316,-0.13840746851607,-0.0591628911589135,0.5
251,0.220957173958449,0.169820212073325,0.264372263220507,0.0593395506985402,-1.56544875334848,-1.48477626127092,0.273861278752583
257,0.302442293316171,0.458514348575949,0.33417263900021,0.0123090097672382,-0.179070333674338,-0.586450907209077,0.763762615825973
264,0.345501372359311,0.0494065983046744,0.41052122959061,0.0911780552707623,0.056569019723854,-0.566932004617424,0.728868986855663
265,0.418910207275429,1.02773870538399,1.34135300970566,0.0170401650427235,0.125246081556132,-0.0373234662598536,0.763762615825973
268,1.6583408513139,0.672051653028986,0.358532057365379,0.376086857990844,0.0233207415585872,-0.798241542781427,0.912688336728371
270,0.391829692512351,0.44749086417423,0.0714770469030197,0.179641096004985,1.00665083237749,0.964461880087861,1.16904519445001
271,0.257333946136837,0.18628583265267,0.458423257841852,0.0937657439793525,-0.194050220439918,-0.701969476626847,0.570087712549569
272,0.274679001934717,0.0686772296781279,0.196887122906615,0.0413541351227659,0.918928843887704,0.287986898974758,0.75
274,0.186637581378018,0.176265528846532,0.13890875582976,0.146405852860209,0.144291008213637,0.109542976495679,0.832165848854662
277,0.545496982372928,0.0176215268282926,0.456215978838593,0.112476856642313,0.423700980309236,0.277976444821808,1.14564392373896
280,0.970398287563508,0.907311685483326,0.709581067567094,0.287751055650711,-0.091348345184555,0.0900240739040263,1.66145016978141
283,0.5514703713958,0.176359805536007,0.552265742016518,0.0724389842819523,0.144291008213637,0.109542976495679,0.75
287,0.265498307540392,0.0920314550250075,0.211046386493063,0.0953504084197468,0.0513349382325968,-0.79592102047402,0.577350269189626
293,0.682601621120724,0.333360859733429,0.863113398867077,0.287284116670673,-0.222064417113927,-0.704289998934254,1.38413631313297
294,0.540931302545719,0.358542180569118,0.145022755784701,0.0896831124583316,-0.355001895256757,0.0681846490049663,0.758680140477893
296,NA,NA,NA,NA,-0.091348345184555,0.0900240739040263,2.32916293977042
301,0.438413057716837,0.355439421764274,0.165655922747738,0.156534711314974,0.389676166886151,0.0155914326485057,0.408248290463863
305,0.370949802421636,0.293406342981684,0.288906828877293,0.379889235423514,-0.718068815950213,-0.745375927096503,1.50554530541816
306,0.334364625107014,0.190989398579552,0.115065162477848,0.09865676171733,0.92299388377963,0.319334772312521,0.707695791518738
308,0.134669088216575,0.0639893059715389,0.0850948783651023,0.00500893745926495,-0.63034682746043,-0.0689009459833991,0.577350269189626
311,0.439485143293602,0.116903554863688,0.0954711039948593,0.290696084601707,0.379930361611829,0.129061879087332,0
313,0.390453463013414,0.212460350619419,0.287773614987358,0.161188794522758,0.295496877756154,-0.547140702697307,1.04083299973307
319,0.150423253439214,0.139881328136672,0.107860526856304,0.16886902975965,-0.61536694069485,0.0466176234343704,0.961769203083567
321,0.347998055603074,0.230075615780079,0.107363024237921,0.0330269185539841,0.404656053651731,0.131110002066275,0.718070330817254
322,0.39809269030056,0.13431127607069,0.218618764771567,0.11357279563077,-0.805790804439996,-1.42185090820961,0.553667426392071
325,0.26653990822531,0.367438754108641,0.225191715632115,0.0923907649878572,-0.091348345184555,0.0900240739040263,0.683130051063973
326,1.16925442405069,1.08744994630901,0.302946443130196,0.282366407665841,-0.63034682746043,-0.0689009459833991,1.14017542509914
332,0.305511890344169,0.103825904800235,0.217344703320111,0.0776462226998363,-0.13840746851607,-0.0591628911589135,0.953096457418061
335,1.09655931961676,0.602354459670187,0.387002374820657,0.457905425934417,0.159270894979217,0.225061545913449,0.547722557505166
336,NA,NA,NA,NA,0.422924445051418,0.246900970812509,2.17944947177034
338,0.356153572895173,0.290146737701032,0.185371533364114,0.138489492889073,0.169016700253539,0.111591099474622,0.943879807448539
339,0.527927042610788,0.90603554010386,0.571991580532951,0.0321028898577852,0.507357928907094,0.923103552597148,0.908295106229248
340,0.108098743525256,0.263254069094043,0.354626315538584,0.116686857880185,1.00665083237749,0.964461880087861,0.961304916692484
341,0.0716474530814068,0.248706785825932,0.304992808628976,0.0613933533302459,0.144291008213637,0.109542976495679,0.707106781186548
343,0.194843339255241,0.213647799616476,0.208884522868553,0.0310243328220444,-0.634411867352356,-0.100248819321162,0.866025403784439
345,0.0912179013649745,0.114042143908973,0.267947400349422,0.0570816905276322,0.0606340596157797,-0.535584131279661,0.761313479642725
349,0.469207631278932,0.620606840241996,0.651867510791067,0.344925079011157,0.385611126994226,-0.0157564406892577,0.950438495292217
350,0.19924407370473,0.39286465642001,0.120163941312046,0.189708659251258,-0.091348345184555,0.0900240739040263,1.29421791055448
364,0.150956862108845,0.0414847767678261,0.00723636024211665,0.189606467418466,-0.222064417113927,-0.704289998934254,1.37689263682153
371,0.123253578849161,0.0461979244818102,0.0199150312092938,0.0189870765600528,-1.13938553620515,0.0032111729647146,1.00519484015123
374,0.191225707850209,0.0251895911056191,0.180451348053999,0.0238037410736088,-0.398772513954164,-0.0807299167295094,0.773923984208613
375,0.269951054191475,0.12162102305267,0.136898716929617,0.0457668524704228,0.129311121448058,-0.00597559292209023,0.802496105909555
376,NA,NA,NA,NA,0.404656053651731,0.131110002066275,0.395137107006332
380,1.11768553111212,0.583560923775701,0.750227072389199,0.319811304820051,-0.134342428624144,-0.0278150178211502,2.06827894099848
385,0.625846995855801,0.907290133466602,0.639510458479409,0.231773883698758,-0.61536694069485,0.0466176234343704,0.632455532033676
388,0.824367617206227,0.217239239466041,0.749023928507928,0.13949193222213,-0.0166606666032019,0.879697102127492,1.36903859210275
389,0.124663904700782,0.156026486048909,0.0502486159051328,0.0470371994988691,-0.63034682746043,-0.0689009459833991,0.478713553878169
391,0.255172228607987,0.516235443521531,0.642705364282213,0.476612282811819,0.640295407049923,0.150628904657928,0.957427107756338
392,0.595923782682003,0.340028899768877,0.248859510772826,0.0734048908024983,-0.718068815950213,-0.745375927096503,1.44048602908879
394,0.498097244287061,0.226669799793471,0.47444138761008,0.187508852477478,-0.703088929184634,-0.629857357678733,0.518812747209113
395,NA,NA,NA,NA,-0.106328231950134,-0.0254944955137432,0.866025403784439
397,NA,NA,NA,NA,0.404656053651731,0.131110002066275,1
401,0.59413017131144,0.33707918815994,0.206059135349013,0.103268291436262,-0.091348345184555,0.0900240739040263,1.79698822107065
404,0.0949842395571183,0.147576619046497,0.142506465031227,0.0270027102674813,0.771011478979295,0.944942977496208,0.547722557505166
405,0.396047688683481,0.162797128564191,0.175795666367445,0.158745107623771,-0.0316405533687815,0.764178532709723,0.874928568512882
409,0.108872824472663,0.0874035266199643,0.111233568595075,0.0156792121358799,0.404656053651731,0.131110002066275,0.70267346612776
412,0.526343580603048,0.531849416567758,0.157537855308994,0.0365084268166465,0.668309603723933,0.152949426965335,0.438178046004133
413,0.23660792531579,0.109244180078563,0.145525144169261,0.186950745623467,0.144291008213637,0.109542976495679,1.70782512765993
415,0.20957496045764,0.10116424446993,0.156766655313632,0.00778629864586392,-1.25706729822609,-0.904300946983928,0.577350269189626
417,0,0,0,0,-0.249011515367286,0.860450598864304,0.55
425,0.0853565802298096,0.111259738577801,0.0326463357573704,0.0614802312172588,0.159270894979217,0.225061545913449,0.721687836487032
427,0.173188448741561,0.107941610712862,0.20143069826858,0.0605656977402631,0.432670250325741,0.133430524373682,0.763762615825973
429,0.479559558045072,0.280224838638925,0.26197693725232,0.145172149391683,0.159270894979217,0.225061545913449,0.463980363569168
431,0.221758331033582,0.406809504820041,0.254694094015529,0.0942650078276317,NA,NA,1.32872118971589
432,0.0431168149503873,0.447877176562045,0.41872190176995,0.178499944430172,0.0113535300708077,0.882017624434899,0
435,0.0693462242459603,0.0223196339246783,0.0225988840668415,0.0308136604777462,-0.0324170886265995,0.733103058700424,2.41567795866916
436,0.375500710265973,0.0527631770982751,0.320681895594004,0.170477406839217,0.144291008213637,0.109542976495679,0.763762615825973
440,0.61072577630007,0.163262947769994,0.492934862455917,0.23577333128002,0.141002503579529,0.109270577167215,1.15108644332213
447,0.352009089886076,0.118511472762891,0.381858531872504,0.204084131951054,0.144291008213637,0.109542976495679,0.737394060187631
454,0.894670509833986,0.429433969124105,0.231766886522172,0.251952690913796,-0.091348345184555,0.0900240739040263,0.876274581884664
455,0.179956473264252,0.0632321944137648,0.114336843021873,0.0403695713202082,0.476621620118116,0.66099093975231,0.5
459,0.16642122096664,0.0516441183045486,0.235573298761994,0.0574443055230173,-0.454415265878011,-0.723536502197443,1.35400640077266
460,0.342391588383366,0.0866976202738948,0.123505272335318,0.121114251078019,0.0415891329582744,-0.682450574035194,1.16313751933677
461,0.532735769580839,0.30090640452299,0.157369392387945,0.20538683466616,-0.718068815950213,-0.745375927096503,0.937614461876991
462,0.279345473543516,0.147128753274997,0.309328716563892,0.102058021703555,NA,NA,1
463,0.0702353145490191,0.0619552875341988,0.03701812037013,0.0102384163008444,0.492378042141514,0.807584983179379,0.645497224367903
470,0.130346941980244,0.211236232411847,0.305127321911249,0.0943371305962888,0.991670945611908,0.848943310670092,1.23080500176955
475,0.762105402947398,0.994110275757473,0.17437275233672,0.00451801828274922,-0.649391754117935,-0.215767388738932,0.763762615825973
477,0.561271982079154,0.442722839970406,0.163845574380069,0.128836265790342,0.237693762085817,0.641199637832193,2.33452350598575
482,1.00943440414243,0.621492333215825,0.173996961589239,0.0452035330678509,NA,NA,0.866025403784439
484,0.208685143725379,0.371407598560837,0.224153584678253,0.188981025259984,-0.222064417113927,-0.704289998934254,1.40014880161598
485,0.385004656328731,0.473249184587913,0.240232270388774,0.166935568356024,-0.448404649128936,-0.463472012331547,1.55617051336499
488,0.976554308313684,0.319970703043141,0.300511821758433,0.255822901794561,0.683289490489512,0.268467996383105,1.67332005306815
492,0.80033431035533,0.289075164225498,0.549734146924616,0.00145961753733828,0.144291008213637,0.109542976495679,0.447213595499958
494,0.208228978939341,0.0671012953632191,0.298476037019728,0.101319575010728,-0.116074037224457,0.0879759509250834,0.711805216802088
498,0.586401733815708,0.704380685344791,0.432735000094074,0.12704707190724,-0.222064417113927,-0.704289998934254,1.87082869338697
499,0.494095513290364,0.155557955770353,0.161662753371145,0.260621461196503,-0.733048702715793,-0.860894496514272,0.647108955277239
503,1.53971054459766,1.07286735712725,1.56619728734994,0.614425904530189,0.0415891329582744,-0.682450574035194,1.43614066163451
506,0.507319729071518,0.644726072608861,0.323056966561218,0.0810798242414002,-0.119362541858565,0.0877035515966193,0.356370593624109
507,0.464776010052231,0.274190409377634,0.453092268725319,0.154631016017935,0.404656053651731,0.131110002066275,0.935414346693485
513,0.706880185304211,0.337098121909941,0.826262761027235,0.0621397082289711,-0.104382655092985,0.203222121014389,0.288675134594813
515,0.849932954512775,0.140072144555874,0.711570836645298,0.228514951437968,0.292208373122046,-0.547413102025771,1.80670468482866
519,0.366840657957864,0.161607323953845,0.207637394554705,0.145783883678955,-1.11465984416524,0.00525929594365748,0.752772652709081
525,NA,NA,NA,NA,0.144291008213637,0.109542976495679,0.5
528,0.272380141211052,0.173665422628854,0.198833858783947,0.0849477222937331,-0.00362635669477188,0.76649905501713,1.211060141639
533,0.487756097945296,0.0876464396894291,0.375089383144321,0.359345321556211,-1.08113573664367,-1.55893650319797,0.866025403784439
534,0.230474829866918,0.264164561767952,0.3427102801504,0.137364747260331,0.0756139463813592,-0.420065561861892,1.04831213545076
540,0.210493819174601,0.11550369276892,0.0988766594912628,0.104391832638181,0.144291008213637,0.109542976495679,0.978774744259372
541,0.412907698303337,0.352724571608638,0.0992800405227579,0.133706229466,0.683289490489512,0.268467996383105,0.577350269189626
547,0.459047014808428,0.266312748123883,0.231312539404824,0.311069657120262,-0.9346632426909,-0.618028386932623,2.02072594216369
548,0.537749268399901,0.373366691828017,0.0571616741098512,0.128546479307227,NA,NA,0
551,1.41786464466228,0.175806705113709,1.35791584218575,0.114050406776575,0.510646433541201,0.923375951925612,0.478713553878169
552,0.0834074701430303,0.00402118821311551,0.0569462633256943,0.0337305571779431,NA,NA,0.929157324317757
555,0.391478792134999,0.0679304128990924,0.475833702392813,0.0932344886031254,0.0415891329582744,-0.682450574035194,0.364802621126757
556,0.296521009774512,0.233313006424005,0.151756652277051,0.0536702077251459,0.246992883469,0.901536527026552,0.955032937697916
565,0.407156224319423,0.175360569833117,0.110329613066788,0.0974498897931805,0.212968070045915,0.63915151485325,0.612372435695795
567,0.224316076455879,0.399256378898229,0.28463463548417,0.218539519371816,0.903948957122125,0.172468329556988,0.547722557505166
568,0.731318570329442,0.493047186201305,0.28255933926025,0.0530371690571943,0.771011478979295,0.944942977496208,0.520416499866533
571,0.718742292964288,0.258127696815561,0.174791665910746,0.0971655284975733,-0.134342428624144,-0.0278150178211502,0.478713553878169
574,NA,NA,NA,NA,0.144291008213637,0.109542976495679,0
575,0.538403142938312,0.843779148135007,0.770859486746132,0.0861821328082257,-0.091348345184555,0.0900240739040263,1.47196014438797
577,0.389027632371318,0.145778179434463,0.203729530109474,0.106726979698794,0.75196655232179,0.798076534740675,1.23355853799756
578,0.153139851068474,0.168492353024691,0.148301815033173,0.0605077926429616,0.0415891329582744,-0.682450574035194,1.15470053837925
579,0.255820532983359,0.233026053617156,0.0628272759501595,0.0763457313862277,0.144291008213637,0.109542976495679,0.758287544405155
585,0.918430054661534,0.41546883560228,1.25853374345152,0.185694662805637,0.55257341856014,-0.525846076455176,0.842614977317636
587,0.529823054521261,0.276703113851785,0.344593310521506,0.134199159492368,0.246992883469,0.901536527026552,0.534522483824849
589,0.158882974889391,0.121921929774023,0.107535144797506,0.13214335833304,0.728017395539706,0.827103885771032,0.678232998312527
593,0.227002661065463,0.176857105201847,0.315082750647464,0.147904948872244,-0.222064417113927,-0.704289998934254,0.812403840463596
594,0.405389862201373,0.287186834888231,0.501079147418868,0.182291108107899,-0.718068815950213,-0.745375927096503,0.853912563829966
595,0.0591661099700013,0.377533729758412,0.434517294529735,0.196408523316968,0.172305204887647,0.111863498803086,2.56580071972344
596,0.342242118084149,0.255838657723798,0.349172177744173,0.0959008554960348,-1.57068283483974,-1.71376527712751,0.894427190999916
597,0.674982623088314,0.358277582320463,0.470790343405476,0.269256150664794,0.404656053651731,0.131110002066275,0.473286382647969
598,0.12802918948477,0.223916320428552,0.0885555294077637,0.0531814108470312,0.702334417147017,0.415334439138637,1.22474487139159
606,0.521325239517759,0.591919870584308,0.0178408556750377,0.156153142706964,0.609559098260946,-0.11148370818691,0.577350269189626
607,0.143826310404281,0.134927478210524,0.0618028063879044,0.0594863887058727,0.407944558285839,0.131382401394739,0.497995983919549
